date,renewable_share,fossil,nuclear,hydro,wind,solar,total_generation,price_actual,total_load_actual,temp_c,wind_speed
2017-08-11,0.33585163645280414,370693,120417,52669,160540,28052,750373,50.49208333333333,29772.25,21.94474437627813,2.533333333333333
2017-08-12,0.30527993525503655,332714,162893,58194,134081,17620,726543,50.809583333333336,28580.708333333332,23.910345092024553,2.0583333333333336
2017-08-13,0.39314786878989605,163936,164191,38536,111658,57122,555506,49.38708333333333,24239.75,24.766063394683037,2.0416666666666665
2017-08-14,0.38832445826100886,200359,165090,42705,133313,50194,611826,52.67875,27490.25,26.194867075664646,2.3333333333333335
2017-08-15,0.32225688560906385,211560,164889,47428,81712,43037,568323,50.602916666666665,26058.625,26.251262781186117,2.15
2017-08-16,0.258523362303368,271031,164458,46297,47684,50114,599470,55.45916666666667,29348.208333333336,26.285446958077724,1.7333333333333334
2017-08-17,0.26056978354394184,286850,164503,42273,57362,51840,622482,54.705416666666665,30032.583333333336,27.289723926380386,1.7
2017-08-18,0.3041083695097533,275614,164296,38282,96062,51609,644757,53.5,30501.416666666664,27.589527096114537,2.05
2017-08-19,0.40379952032633754,185207,164938,38789,144563,49549,602076,50.85541666666667,27594.166666666668,26.87461145194276,2.341666666666667
2017-08-20,0.44668577313599256,157424,164791,48853,158016,50949,599099,48.245416666666664,25666.333333333332,26.73025817995911,2.066666666666667
2017-08-21,0.31120387522591186,284241,164319,41605,103063,52288,664529,54.944583333333334,30710.5,26.862906441717815,1.9666666666666666
2017-08-22,0.2758303230231103,333055,163876,36699,93809,51632,698433,56.45,31495.208333333336,27.472842535787343,2.1833333333333336
2017-08-23,0.259619675920628,344997,163740,39715,82862,47857,699088,56.11541666666667,31562.083333333336,27.158957055214746,1.8666666666666667
2017-08-24,0.297959671921817,313944,164130,41164,106501,47495,693859,55.56875,31393.5,26.76890848670758,1.9583333333333333
2017-08-25,0.2640033559064981,328666,164087,44123,89633,34438,681783,57.00791666666667,31097.125,25.948928936605338,1.7583333333333333
2017-08-26,0.29263468491107475,263185,164035,39942,109107,20097,616810,55.624583333333334,28191.583333333332,26.129713701431513,1.8333333333333333
2017-08-27,0.31807407737488236,224434,164429,40362,117003,16600,583471,54.20166666666667,25772.583333333332,25.45421267893662,2.1999999999999997
2017-08-28,0.25138531307255507,329182,163794,48712,87509,20953,670787,57.75125,30187.958333333336,23.279358384458092,2.033333333333333
2017-08-29,0.20525015273501535,352404,164172,44395,55536,24054,661276,59.34166666666667,30102.083333333332,22.713328220858916,1.725
2017-08-30,0.2234875919495396,327445,164395,42527,53397,36112,644783,57.940416666666664,29601.666666666668,22.758003578732122,1.9916666666666667
2017-08-31,0.3038660770688566,267381,164215,41704,91623,47099,633200,53.60333333333333,29615,22.579923312883448,1.6583333333333334
2017-09-01,0.34057385101334503,344172,170477,108566,124826,26420,794004,54.19958333333334,32391.333333333336,22.30478783231085,2.1833333333333336
2017-09-02,0.36510740676211656,315983,170627,119441,132758,22015,780584,50.23166666666667,31738.25,21.694376278118618,2.2333333333333334
2017-09-03,0.3778575165390724,217497,170307,108595,75342,45865,636523,53.975833333333334,28882.666666666668,22.787533231083863,2.0500000000000003
2017-09-04,0.430125042338407,158472,159785,74453,106117,56874,572766,56.14083333333333,23296.875,23.688752556237244,1.9749999999999999
2017-09-05,0.3815917009404553,224851,144893,74175,97370,52699,610768,57.384166666666665,28245.583333333332,24.30776073619633,1.7416666666666667
2017-09-06,0.27745823442399675,321595,138396,78166,43540,47331,648321,54.48833333333333,29893.458333333332,25.137382413087952,1.675
2017-09-07,0.2820318029456401,269847,135883,43895,56381,51546,577871,54.85958333333333,25149.833333333332,23.6649846625767,1.85
2017-09-08,0.39852129317640816,244025,165367,53019,157255,55212,693579,57.194583333333334,29305.416666666668,22.364821063394707,1.9166666666666665
2017-09-09,0.4786382063373873,142394,163710,52461,196028,28990,604350,47.84291666666667,26263.375,20.3944938650307,3.3
2017-09-10,0.1872368255491732,402995,143437,34190,40556,41558,683482,45.665416666666665,27828.458333333332,19.152382413087945,2.3916666666666666
2017-09-11,0.35794728700821016,364050,120471,49054,182909,30616,764783,53.67458333333333,29769.666666666668,22.021099182004097,2.6999999999999997
2017-09-12,0.36332366252153875,312736,168402,59256,200556,8553,770704,56.257083333333334,28343.875,22.258305214723936,2.0583333333333336
2017-09-13,0.30062247560548694,303434,163740,50572,87950,54675,679866,56.48708333333333,30172.666666666668,22.389746932515344,1.6500000000000001
2017-09-14,0.3622856612384483,253479,163558,49585,137091,45142,667868,54.39083333333333,30171.333333333332,22.735784764826192,2.625
2017-09-15,0.39520285109143344,213854,164035,52464,145046,44983,639755,53.4175,28762.625,17.298159509202442,2.7
2017-09-16,0.3425483671177082,202779,164090,58421,77773,48787,571566,55.028333333333336,25394.083333333332,15.938364008179956,1.9416666666666667
2017-09-17,0.30059527100495753,206190,164292,52636,48539,50242,542610,55.14458333333334,23508.833333333332,16.984133435582827,1.95
2017-09-18,0.35711768326971244,237528,163816,53935,111886,50526,638417,54.87625,28105.291666666668,18.275432004089993,2.075
2017-09-19,0.2937036073767821,300066,163692,58307,78135,48516,669018,57.9475,28915.458333333332,18.902349182004095,1.4666666666666668
2017-09-20,0.23851309652381347,340697,163749,69500,32674,47072,674072,59.93375,29089.958333333332,19.23082822085891,1.7083333333333335
2017-09-21,0.23745211214194215,338729,163361,53122,54150,40348,669794,57.97708333333333,29143.041666666668,19.78988592791412,1.5333333333333332
2017-09-22,0.29573451959413216,305459,159268,46326,101043,40406,672140,56.790416666666665,29082.625,20.788732106339484,1.5333333333333334
2017-09-23,0.29435683923998013,269815,143572,45234,75738,44348,596616,56.93833333333333,26100.041666666668,20.817482106339465,1.6916666666666667
2017-09-24,0.2903434334963406,255414,143356,44012,66405,46461,572367,55.97625,24071.791666666668,21.62045398773007,1.625
2017-09-25,0.2900991879755575,327301,142569,40778,98726,46370,672763,58.41125,28518.041666666668,21.284775051124758,2.45
2017-09-26,0.22080516194638306,366534,140521,42727,44947,48381,660836,58.73708333333333,29276.625,20.134425869120665,1.875
2017-09-27,0.21202302795890038,377358,143164,47107,60286,24566,670663,60.80291666666667,29362.625,19.799350715746428,1.5250000000000001
2017-09-28,0.22120954378143742,379878,143063,37469,71915,31185,681910,60.620416666666664,29280.25,20.614360301636005,1.4166666666666667
2017-09-29,0.20916524590553473,381129,143124,35809,54611,39671,673348,60.17666666666667,29180.708333333332,20.90138803680983,1.3666666666666667
2017-09-30,0.19747735773018757,302310,143211,37286,35840,27226,565756,58.92583333333333,26013.5,20.787625255623727,1.4916666666666667
2017-10-01,0.4153848549942434,308856,170143,79150,246564,10395,834691,57.23,33462.125,20.88540388548059,1.2916666666666667
2017-10-02,0.35390110571170547,331541,170619,135120,122306,11660,790622,62.62291666666667,32107.666666666664,21.45947597137016,1.4166666666666667
2017-10-03,0.38085968439154,200438,170332,106489,67121,48723,612341,65.15083333333334,28426.583333333332,22.119836400818002,1.5416666666666667
2017-10-04,0.39892518614542016,199904,148660,86426,84776,56417,593219,66.1025,27202.041666666668,22.08243865030676,1.625
2017-10-05,0.38169150454667955,219289,144698,61387,133118,25899,601098,65.69833333333334,28435.375,22.10653629856851,1.7833333333333334
2017-10-06,0.29072746503701963,269238,144413,51829,58257,52398,595630,60.5925,27150.541666666668,21.728248977505128,1.425
2017-10-07,0.28059635068980865,367590,140900,47776,84523,58212,719040,59.9025,30575.708333333336,19.102027096114533,1.9833333333333334
2017-10-08,0.4488472174980405,199388,165310,51175,186072,55637,676190,60.865,28035.875,18.570388548057277,1.5
2017-10-09,0.5042484990332756,138234,164603,70101,183464,52129,628928,68.4025,23818.541666666668,18.845122699386515,1.35
2017-10-10,0.1464604360184225,452644,143173,32188,22910,37068,708915,71.18916666666667,28957.791666666668,18.986203987730082,1.4416666666666667
2017-10-11,0.3418786305962199,385675,120809,34171,190081,30486,779142,70.00458333333333,30059.916666666668,19.25798568507159,1.5999999999999999
2017-10-12,0.5375520841186789,189311,169832,89932,321178,5928,795828,65.7475,27095.166666666668,19.761418711656454,1.3916666666666666
2017-10-13,0.19432391620154446,353790,142568,35889,44358,30559,627792,68.16250000000001,26488.208333333332,20.43810582822087,1.4916666666666667
2017-10-14,0.231284407379861,285767,142148,32216,66656,21549,568737,65.74458333333334,25197.333333333332,20.0781469836401,1.325
2017-10-15,0.39593226640528617,206501,141938,45465,146676,31493,591730,58.194583333333334,23484.041666666668,21.017599693251544,1.8583333333333334
2017-10-16,0.33804378998132983,301842,141868,47957,141856,30578,683444,61.43208333333334,28301.333333333332,20.47089723926383,2.066666666666667
2017-10-17,0.3117247632365815,333785,141813,48143,147981,12836,703656,64.90208333333334,28812.666666666668,18.002062883435595,1.9666666666666668
2017-10-18,0.269221139856048,360765,141155,48074,121061,8605,698983,65.08625,28837.375,16.40810838445807,1.9916666666666667
2017-10-19,0.27788482456412966,360927,141500,41135,125811,19471,707894,67.61041666666667,28262.208333333332,14.681081288343552,1.8083333333333333
2017-10-20,0.33088791822069835,290290,141686,42907,142596,21987,657966,61.58291666666667,28316.375,17.136927402863005,1.5083333333333333
2017-10-21,0.3392654606720106,230660,141613,37811,124541,22874,575735,59.39333333333333,25274.5,18.252027096114528,2.158333333333333
2017-10-22,0.3072101581139553,227196,141742,39002,83895,34317,544038,60.18333333333333,23177.041666666668,16.359544989775056,1.8333333333333333
2017-10-23,0.2276233655920587,340244,141684,35096,62694,36525,634557,73.48625,27803.875,15.362487218813904,1.5166666666666666
2017-10-24,0.2344647598131755,360503,140351,34880,72856,37750,664795,67.89916666666667,28675.916666666668,16.42781697341514,1.6583333333333334
2017-10-25,0.2281452008121164,386027,135577,41149,65662,39160,685616,68.13125,28932.833333333332,16.830168711656455,1.2
2017-10-26,0.2257421202764645,384098,135745,38954,66853,37487,680449,66.13916666666667,28661.041666666668,17.33226993865032,1.5416666666666667
2017-10-27,0.3129363449691992,322040,132673,32413,131071,36647,672060,63.63125,28377.083333333332,18.25884713701432,1.9583333333333333
2017-10-28,0.4565986162411006,195640,121534,43040,184953,34586,597792,57.61666666666667,24912.208333333332,17.36512525562374,1.5666666666666667
2017-10-29,0.4481625073304229,190956,139474,55364,174585,34281,613880,56.4164,22890.48,15.75384539877302,1.584
2017-10-30,0.390174588486342,284289,133979,36228,191445,34464,699187,58.9275,27665.708333333336,14.924895194274033,1.5333333333333334
2017-10-31,0.2839253477636393,360667,120257,47710,104006,31402,683007,63.94875,28465.041666666668,14.451717791411038,1.675
2017-11-01,0.35841669919968766,346399,170375,95241,167892,19866,819680,56.26625,32550.208333333336,14.427410531697351,1.8083333333333333
2017-11-02,0.42577037970945353,224857,170568,98865,182295,7860,704328,63.21666666666666,28915.791666666668,15.79286042944786,1.9416666666666667
2017-11-03,0.43143562954175974,152713,170221,93839,111476,36104,582511,65.05666666666667,25377.791666666668,15.554900306748465,1.475
2017-11-04,0.42099863974591356,205595,144330,105541,89258,57108,619002,59.79416666666667,27610.083333333332,14.933453476482626,1.7833333333333332
2017-11-05,0.5563815847836109,153242,144445,81579,265481,25826,687627,48.93958333333333,28282.791666666668,14.061365030674843,2.4333333333333336
2017-11-06,0.3696942633648788,217322,139473,60320,84938,59003,580009,61.6325,25587,11.682034764826184,3.475
2017-11-07,0.22673236116440984,414862,141626,45711,47552,60378,729640,64.28291666666667,31833.875,9.69338445807772,2.1166666666666667
2017-11-08,0.40213040326580446,217033,165649,49014,147214,57044,655275,63.24166666666667,28102.958333333332,9.582691717791409,1.85
2017-11-09,0.4292908733890753,192392,164311,48313,160493,54783,641169,63.779583333333335,27763.291666666668,9.147277607361975,2.6333333333333333
2017-11-10,0.18974642084781257,415736,142825,31018,54439,35956,701004,64.5075,28757.75,9.95920756646218,2.1166666666666667
2017-11-11,0.351158672188395,301791,120949,34802,155532,30314,662353,61.955416666666665,26872.25,11.409841513292434,1.4833333333333334
2017-11-12,0.4395710311060278,265860,162688,77269,247172,7949,778145,58.704166666666666,31916.083333333336,11.948689161554196,1.8916666666666668
2017-11-13,0.4600835970666724,300589,121115,48283,276407,29507,794047,59.093333333333334,29663.416666666664,11.660990797546015,3.1666666666666665
2017-11-14,0.3304778753459704,381582,111065,34490,174159,27494,745006,63.77708333333334,30512.818181818184,8.696646216768922,1.8416666666666668
2017-11-15,0.19946227140822434,502820,121168,57584,58563,30041,787758,70.7075,31367.708333333332,7.889654907975462,1.3166666666666667
2017-11-16,0.1656905329980334,532586,121135,62079,28263,30161,791729,73.43,31351.25,8.918100715746423,1.0416666666666667
2017-11-17,0.18450414758589231,507212,121095,41593,61515,29668,780454,72.65166666666667,30856.833333333332,9.946451942740289,0.9916666666666667
2017-11-18,0.26325384150151343,386150,121135,44613,99395,29272,699401,65.22625000000001,27542.75,10.497272494887529,1.175
2017-11-19,0.22489851962691249,361643,121170,45877,57130,29176,632881,64.95791666666666,25534.25,9.750421779141117,1.2583333333333333
2017-11-20,0.16696021549937837,498668,121090,47620,38326,29083,752856,73.53708333333333,30615.833333333336,9.382482106339477,1.375
2017-11-21,0.18851623062655556,485716,121019,43506,58906,29121,756964,70.32458333333334,31345.625,9.37606339468304,1.1916666666666667
2017-11-22,0.29544758903880886,403266,121064,50361,136844,24698,754699,65.64875,31672.333333333332,9.450419222903886,1.6500000000000001
2017-11-23,0.3252561368459162,381619,121081,41844,180324,13276,756822,64.075,31149.125,11.646455777096119,1.925
2017-11-24,0.2609114231100281,399779,120990,38359,121658,15956,715672,67.30541666666667,30786.375,13.324961656441726,1.9083333333333334
