date,renewable_share,fossil,nuclear,hydro,wind,solar,total_generation,price_actual,total_load_actual,temp_c,wind_speed
2016-12-24,0.26839376830204575,252795,170091,54596,72654,20559,588732,64.11208333333333,25432.416666666668,8.803519938650318,1.425
2016-12-25,0.29397295055843836,222932,170366,76726,58287,22117,567923,58.93125,22321.375,8.278913599182019,1.8833333333333333
2016-12-26,0.251868055855778,254496,170305,52777,61467,21441,578275,64.31458333333333,24458,8.212124233128844,0.925
2016-12-27,0.2440954726154002,301368,168244,73284,50930,19809,631888,69.67708333333333,28284.333333333336,8.412781186094069,1.2166666666666666
2016-12-28,0.2696366660966092,291429,170349,69856,76925,16431,643210,66.36708333333333,28545.958333333336,8.066569529652352,1.7666666666666666
2016-12-29,0.2721460492294717,280385,170429,82391,55616,23377,630801,66.27916666666667,28649.958333333332,6.497395194274046,1.9416666666666667
2016-12-30,0.2267601441328529,314805,170420,75098,39323,20142,638300,70.26875,28549.458333333332,5.9201354805726,1.6833333333333333
2016-12-31,0.23212345579654742,279483,170477,65343,43023,19747,596424,66.87541666666667,26196.791666666668,4.408287321063398,1.1666666666666667
2017-01-01,0.24655322906240415,268944,170454,69651,49173,17180,593454,60.825833333333335,23483.291666666668,3.8516053169734144,1.7333333333333334
2017-01-02,0.34466861554286504,312645,170598,71149,162888,13531,750518,68.56208333333333,31486.041666666668,4.98584355828221,1.9583333333333333
2017-01-03,0.42169526586590855,217453,170436,105351,141611,30719,684518,73.46333333333334,30232.041666666668,6.051835378323102,1.1333333333333333
2017-01-04,0.5583663724497179,127602,170160,93697,235591,48537,691100,73.72916666666667,25603.291666666668,7.192847648261771,1.3916666666666666
2017-01-05,0.46154002824245055,140248,169135,91925,116500,55877,589184,72.00583333333333,22535.625,7.054524539877299,1.3
2017-01-06,0.2960825186995209,360362,106883,79284,58256,51947,676889,73.05416666666667,29320.75,4.948519938650317,1.2833333333333332
2017-01-07,0.4034504054998456,216488,141719,47199,132847,57491,615290,72.30708333333334,25868.458333333332,4.577331288343561,1.3666666666666667
2017-01-08,0.2160449822928029,382336,157118,45379,59639,35742,698586,67.55708333333334,31667.625,5.5398517382413175,1.3
2017-01-09,0.3854925572460601,207367,164365,41399,136780,49067,619999,79.73291666666667,29185.333333333332,5.926776584867089,1.3166666666666667
2017-01-10,0.2468182992741223,264951,143367,34378,66870,24471,553399,74.07791666666667,23841.416666666668,7.217630368098156,2.408333333333333
2017-01-11,0.35533221760209804,245097,120423,32770,136291,26042,579590,80.72791666666667,24263.916666666668,10.346669222903909,3.7
2017-01-12,0.3715742830477331,409841,121169,39189,245914,22042,858251,83.27541666666667,32993.166666666664,9.722004089979556,1.9416666666666667
2017-01-13,0.41324711997371677,325437,163753,86439,229815,23732,849211,76.28625,31931.75,9.418908486707581,3.775
2017-01-14,0.3965498670263921,291572,170319,83689,188219,26410,779854,72.54625,29467,5.870733640081804,3.525
2017-01-15,0.4257380102847254,277730,170122,83571,221066,22823,793993,69.78958333333334,27753.25,6.543951942740304,3.7583333333333333
2017-01-16,0.456968493216511,296251,170451,90169,274184,24963,874034,77.23791666666666,32615.041666666664,8.115432004089985,3.816666666666667
2017-01-17,0.46454435229215674,308249,170476,84932,302645,25034,908882,80.99041666666666,33569.916666666664,7.00008435582823,3.8833333333333333
2017-01-18,0.3996370988761378,363332,170449,110989,215568,23286,901623,86.55541666666667,35047.208333333336,2.2804447852760816,2.6166666666666667
2017-01-19,0.3483450815264862,395898,170512,128621,156084,11484,881554,93.76833333333333,35315.166666666664,3.874994887525563,3.45
2017-01-20,0.2902894962006811,447730,170532,115983,121647,7632,882395,97.01666666666667,34766.916666666664,6.848300102249473,3.1083333333333334
2017-01-21,0.2781148488530744,334046,170519,92305,76777,17235,710203,86.33375,30553.75,8.319665132924321,2.908333333333333
2017-01-22,0.34961548849893126,297516,168775,94731,129385,19680,729367,79.755,28149.541666666664,6.982597137014324,2.325
2017-01-23,0.34267560275045694,379502,170614,114750,141327,24469,850186,91.51375,33185.083333333336,7.4303246421267914,1.75
2017-01-24,0.34235373231645116,399366,170537,108143,153843,28511,880338,95.315,33427.333333333336,5.483856595092044,1.4583333333333333
2017-01-25,0.29784800455247246,439727,170520,116947,104305,30219,882158,99.205,33725.875,4.494410020449917,1.6333333333333333
2017-01-26,0.32322077824342565,395953,170530,106576,146864,10327,850428,95.4075,34054.791666666664,4.7730521472392695,2.3000000000000003
2017-01-27,0.3806637245655841,336393,170573,89072,209208,7543,833418,83.69791666666667,33348.125,7.958039366053173,3.4
2017-01-28,0.4180662520800444,256500,170546,77899,202543,21949,749984,68.43041666666667,29346.291666666668,8.458688650306755,2.1750000000000003
2017-01-29,0.36808018616730254,253210,170637,79923,148138,13127,685405,69.97916666666667,27267.541666666668,7.876163087934572,1.575
2017-01-30,0.3443979452082741,302564,170583,81408,143027,17656,735257,79.13166666666667,31668.541666666664,10.38288854805727,1.6833333333333333
2017-01-31,0.31537183082323195,354109,170543,96734,116569,21057,779185,81.97583333333333,31733.458333333332,10.337024539877309,1.625
2017-02-01,0.2918448825110192,298996,170432,81575,91204,13888,674276,77.64708333333333,28996.583333333336,9.587101226993873,1.8416666666666668
2017-02-02,0.4977147111526134,218960,170550,86036,291234,5956,792460,58.365833333333335,31583.125,10.763870143149283,3.5416666666666665
2017-02-03,0.3854798049161616,224154,170184,116637,89008,36371,655308,57.465833333333336,30154.291666666668,11.210015337423304,4.833333333333333
2017-02-04,0.47750707516097346,135509,170290,78804,147578,52117,599633,53.43541666666667,23913.5,13.138169734151324,5.4
2017-02-05,0.3265218064380128,232093,168469,79129,53681,57365,607206,40.129583333333336,26867.708333333332,11.08671676891616,7.483333333333333
2017-02-06,0.3042518393765955,365457,96799,68484,78864,47631,678083,60.73791666666667,29542.333333333332,11.018417689161563,3.5833333333333335
